timestamp_ms,iso,currentTime_s,duration_s,paused,playbackRate,readyState,videoWidth,videoHeight,totalVideoFrames,droppedVideoFrames,buffered_start_s,buffered_end_s,buffered_seconds,debug_text
"1765426884259","2025-12-11T04:21:24.259Z","172.983513","3152.524375","false","1","4","1280","720","4153","0","160.827333","203.786916","30.803403000000003",
"1765426885259","2025-12-11T04:21:25.259Z","173.983616","3152.524375","false","1","4","1280","720","4177","0","163.121291","206.039166","32.05554999999998",
"1765426886259","2025-12-11T04:21:26.259Z","174.983455","3152.524375","false","1","4","1280","720","4201","0","163.121291","206.039166","31.055711000000002",
"1765426887262","2025-12-11T04:21:27.262Z","175.987124","3152.524375","false","1","4","1280","720","4225","0","163.121291","208.725333","32.73820900000001",
"1765426888259","2025-12-11T04:21:28.259Z","176.983998","3152.524375","false","1","4","1280","720","4249","0","166.082583","208.725333","31.741334999999992",
"1765426889259","2025-12-11T04:21:29.259Z","177.98416","3152.524375","false","1","4","1280","720","4273","0","167.709208","212.128583","34.14442299999999",
"1765426890259","2025-12-11T04:21:30.259Z","178.984211","3152.524375","false","1","4","1280","720","4297","0","168.751916","212.128583","33.144372000000004",
"1765426891259","2025-12-11T04:21:31.259Z","179.984118","3152.524375","false","1","4","1280","720","4321","0","168.751916","212.128583","32.144465",
"1765426892258","2025-12-11T04:21:32.258Z","180.983296","3152.524375","false","1","4","1280","720","4345","0","170.545375","212.128583","31.145286999999996",
"1765426893258","2025-12-11T04:21:33.258Z","181.98322","3152.524375","false","1","4","1280","720","4369","0","170.545375","213.802666","31.819446",
"1765426894258","2025-12-11T04:21:34.258Z","182.983349","3152.524375","false","1","4","1280","720","4393","0","172.005166","213.802666","30.819316999999984",
"1765426895259","2025-12-11T04:21:35.259Z","183.983495","3152.524375","false","1","4","1280","720","4417","0","173.381541","215.131583","31.148088",
"1765426896259","2025-12-11T04:21:36.259Z","184.984102","3152.524375","false","1","4","1280","720","4441","0","174.090583","216.382833","31.398730999999998",
"1765426897259","2025-12-11T04:21:37.259Z","185.984046","3152.524375","false","1","4","1280","720","4465","0","174.799625","219.477333","33.49328699999998",
"1765426898259","2025-12-11T04:21:38.259Z","186.984417","3152.524375","false","1","4","1280","720","4489","0","174.799625","219.477333","32.49291599999998",
"1765426899258","2025-12-11T04:21:39.258Z","187.983131","3152.524375","false","1","4","1280","720","4513","0","174.799625","219.477333","31.494202",
"1765426900258","2025-12-11T04:21:40.258Z","188.983267","3152.524375","false","1","4","1280","720","4537","0","174.799625","221.721499","32.73823199999998",
"1765426901259","2025-12-11T04:21:41.259Z","189.98416","3152.524375","false","1","4","1280","720","4561","0","174.799625","221.721499","31.73733899999999",
"1765426902259","2025-12-11T04:21:42.259Z","190.984295","3152.524375","false","1","4","1280","720","4585","0","174.799625","224.853333","33.86903799999999",
"1765426903259","2025-12-11T04:21:43.259Z","191.984283","3152.524375","false","1","4","1280","720","4609","0","174.799625","224.853333","32.86904999999999",
"1765426904259","2025-12-11T04:21:44.259Z","192.984281","3152.524375","false","1","4","1280","720","4632","0","174.799625","224.853333","31.869051999999982",
"1765426905259","2025-12-11T04:21:45.259Z","193.984036","3152.524375","false","1","4","1280","720","4656","0","183.474958","224.853333","30.86929699999999",
"1765426906259","2025-12-11T04:21:46.259Z","194.984066","3152.524375","false","1","4","1280","720","4680","0","183.474958","229.930666","34.94659999999999",
"1765426907259","2025-12-11T04:21:47.259Z","195.984044","3152.524375","false","1","4","1280","720","4704","0","183.474958","229.930666","33.94662199999999",
